,VISIT_AREA_NM,ROAD_NM_ADDR,LOTNO_ADDR,SEARCH_ADDR,data-id
6374,가영이네 횟집,제주특별자치도 제주시 성지로 46-1,제주특별자치도 제주시 일도일동 1097-11,제주특별자치도 제주시 일도일동 1097-11,no
6375,세븐일레븐 제주 아라점,제주특별자치도 제주시 인다2길 66,제주특별자치도 제주시 아라일동 6155-15,제주특별자치도 제주시 아라일동 6155-15,218015248
6376,서부관광휴게 마트,제주특별자치도 제주시 노형로 27,제주특별자치도 제주시 해안동 2369-1,제주특별자치도 제주시 해안동 2369-1,16857036
6377,아라 2근린공원,,제주특별자치도 제주시 아라일동 6125,제주특별자치도 제주시 아라일동 6125,1621667336
6378,한라산 쑥 찐빵,제주특별자치도 제주시 신설로7길 57,제주특별자치도 제주시 이도이동 1950-1,제주특별자치도 제주시 이도이동 1950-1,37992468
6379,클레망소,제주특별자치도 제주시 구남동4길 23,제주특별자치도 제주시 이도이동 2016-12,제주특별자치도 제주시 이도이동 2016-12,1743551601
6380,제스 코메트 전기차 충전소,제주특별자치도 제주시 연북로 444,제주특별자치도 제주시 도남동 277,제주특별자치도 제주시 도남동 277,1656112650
6381,탑 돈,제주특별자치도 제주시 관덕로15길 30-1,제주특별자치도 제주시 건입동 1386,제주특별자치도 제주시 건입동 1386,1106486964
6382,제주포럼,제주특별자치도 제주시 국기중길 4,제주특별자치도 제주시 연동 1484-5,제주특별자치도 제주시 연동 1484-5,1875334768
6383,노블레스 호텔,제주특별자치도 제주시 연동8길 31,제주특별자치도 제주시 연동 278-1,제주특별자치도 제주시 연동 278-1,16843494
6384,하늘을 달리다,제주특별자치도 제주시 구좌읍 문주란로5길 25,제주특별자치도 제주시 구좌읍 하도리 1582,제주특별자치도 제주시 구좌읍 하도리 1582,1605939700
6385,함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 525,,제주특별자치도 제주시 조천읍 조함해안로 525,11491805
6386,산지 해장국 외도점,제주특별자치도 제주시 우령8길 58,제주특별자치도 제주시 외도일동 537-4,제주특별자치도 제주시 외도일동 537-4,1710941735
6387,그륻,제주특별자치도 제주시 한림읍 귀덕5길 33,제주특별자치도 제주시 한림읍 귀덕리 4043,제주특별자치도 제주시 한림읍 귀덕리 4043,1159551290
6388,보름 숲,제주특별자치도 서귀포시 1100로 255,제주특별자치도 서귀포시 회수동 238-1,제주특별자치도 서귀포시 회수동 238-1,1986476885
6389,호호 산장,제주특별자치도 서귀포시 안덕면 대평감산로 162-16,제주특별자치도 서귀포시 안덕면 창천리 1022-1,제주특별자치도 서귀포시 안덕면 창천리 1022-1,1322894596
6390,마라도 성당,제주특별자치도 서귀포시 대정읍 마라로 153,제주특별자치도 서귀포시 대정읍 가파리 662,제주특별자치도 서귀포시 대정읍 가파리 662,17067531
6391,최남단비,,제주특별자치도 서귀포시 대정읍 가파리,제주특별자치도 서귀포시 대정읍 가파리,no
6392,블루 웨일,제주특별자치도 서귀포시 대정읍 일과대수로11번길 43,제주특별자치도 서귀포시 대정읍 일과리 1131,제주특별자치도 서귀포시 대정읍 일과리 1131,no
6393,서울 곱창,제주특별자치도 서귀포시 대정읍 신영로 77-2,제주특별자치도 서귀포시 대정읍 하모리 940-6,제주특별자치도 서귀포시 대정읍 하모리 940-6,1538577991
6394,오늘 제주,제주특별자치도 제주시 아연로 235-2,제주특별자치도 제주시 오라이동 68-16,제주특별자치도 제주시 오라이동 68-16,1035409668
6395,효돈에 반하다,제주특별자치도 제주시 동문로 22,,제주특별자치도 제주시 동문로 22,1086151342
6396,깜장 하우스,제주특별자치도 제주시 한경면 주전길 30-26,제주특별자치도 제주시 한경면 신창리 1155-1,제주특별자치도 제주시 한경면 신창리 1155-1,435290487
6397,제주신화 월드 꽃밭 정원,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,499452079
6398,카페 브리핑,제주특별자치도 제주시 어영길 64-12,제주특별자치도 제주시 용담삼동 1210-5,제주특별자치도 제주시 용담삼동 1210-5,1045241053
6399,극동충전소,제주특별자치도 제주시 동광로 141,제주특별자치도 제주시 일도2동 357-17,제주특별자치도 제주시 일도2동 357-17,no
6400,유미어스 제주,제주특별자치도 제주시 구좌읍 세화남길 20,제주특별자치도 제주시 구좌읍 세화리 873-1,제주특별자치도 제주시 구좌읍 세화리 873-1,1838806718
6401,꽃돼지연탄구이,제주특별자치도 서귀포시 이어도로 227,제주특별자치도 서귀포시 대포동 2238,제주특별자치도 서귀포시 대포동 2238,1759470568
6402,소문난 맛집,제주특별자치도 제주시 애월읍 애월해안로 945-2,제주특별자치도 제주시 애월읍 하귀2리 2617-4,제주특별자치도 제주시 애월읍 하귀2리 2617-4,37761617
6403,제주 올래 국수,제주특별자치도 제주시 월성로 39,제주특별자치도 제주시 용담이동 2753-9,제주특별자치도 제주시 용담이동 2753-9,no
6404,아미노 식탁,제주특별자치도 제주시 애월읍 금성5길 42-24,제주특별자치도 제주시 애월읍 금성리 467,제주특별자치도 제주시 애월읍 금성리 467,1119656505
6405,GS25 교래퐁낭점,제주특별자치도 제주시 조천읍 남조로 1773,제주특별자치도 제주시 조천읍 교래리 232,제주특별자치도 제주시 조천읍 교래리 232,868289784
6406,흑돼지 패밀리,제주특별자치도 서귀포시 남원읍 중산간동로 6924,제주특별자치도 서귀포시 남원읍 위미리 3935-1,제주특별자치도 서귀포시 남원읍 위미리 3935-1,1275795861
6407,묘한 식당,제주특별자치도 제주시 한경면 녹차분재로 601,제주특별자치도 제주시 한경면 저지리 2867-8,제주특별자치도 제주시 한경면 저지리 2867-8,1360013408
6408,산지천 축제,산지천주변,,산지천주변,no
6409,BBQ 드림타워점,제주특별자치도 제주시 노연로 28,제주특별자치도 제주시 노형동 930,제주특별자치도 제주시 노형동 930,1536617295
6410,놈삐뼈국,제주특별자치도 서귀포시 칠십리로91번길 28,제주특별자치도 서귀포시 서귀동 699-13,제주특별자치도 서귀포시 서귀동 699-13,1721429763
6411,승룡호,제주특별자치도 제주시 애월읍 하귀12길 21-6,제주특별자치도 제주시 애월읍 하귀1리 1624-1,제주특별자치도 제주시 애월읍 하귀1리 1624-1,no
6412,숨어있는 집,제주특별자치도 제주시 조천읍 함덕30길 14-5,제주특별자치도 제주시 조천읍 함덕리 4166-3,제주특별자치도 제주시 조천읍 함덕리 4166-3,1014927542
6413,제주 돌고래 힐링투어,제주특별자치도 제주시 일주서로 7735,제주특별자치도 제주시 도두일동 2275,제주특별자치도 제주시 도두일동 2275,1100163258
6414,로드 75,제주특별자치도 서귀포시 중문로 75,제주특별자치도 서귀포시 중문동 1430-3,제주특별자치도 서귀포시 중문동 1430-3,no
6415,제주시험림,제주특별자치도 서귀포시 남원읍 서성로651번길 235,제주특별자치도 서귀포시 남원읍 한남리 산 3,제주특별자치도 서귀포시 남원읍 한남리 산 3,1692765159
6416,메치카불라,제주특별자치도 서귀포시 솔동산로 7,제주특별자치도 서귀포시 서귀동 579-30,제주특별자치도 서귀포시 서귀동 579-30,37749945
6417,중문 흑돼지 색달 그때 그 집,제주특별자치도 서귀포시 중문로81번길 3,제주특별자치도 서귀포시 중문동 1430-7,제주특별자치도 서귀포시 중문동 1430-7,1448120376
6418,빌레왓,,제주특별자치도 제주시 애월읍 어음리,제주특별자치도 제주시 애월읍 어음리,no
6419,JW 메리어트 제주 더 라운지,제주특별자치도 서귀포시 태평로 152,제주특별자치도 서귀포시 호근동 399,제주특별자치도 서귀포시 호근동 399,1300744790
6420,고수 참치 오마카세,제주특별자치도 제주시 용화로 49,제주특별자치도 제주시 용담이동 616-12,제주특별자치도 제주시 용담이동 616-12,35089490
6421,금능해수욕장,금능해수욕장,,금능해수욕장,no
6422,표선 수산마트,표선중앙로 110번길,,표선중앙로 110번길,no
6423,삼양 검은 모래해수욕장,해수욕장,,해수욕장,no
6424,송당의 아침,제주특별자치도 제주시 구좌읍 중산간동로 2254,제주특별자치도 제주시 구좌읍 송당리 1373-1,제주특별자치도 제주시 구좌읍 송당리 1373-1,1954521266
6425,동광양,,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 이도2동,no
6426,피노키오,제주특별자치도 제주시 우도면 우도로 339,제주특별자치도 제주시 우도면 연평리 862,제주특별자치도 제주시 우도면 연평리 862,37891850
6427,답다니 탑망대,,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,no
6428,중앙로터리,,제주특별자치도 서귀포시 서귀동 336,제주특별자치도 서귀포시 서귀동 336,no
6429,한라 식당,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 8,제주특별자치도 서귀포시 표선면 성읍리 987-7,제주특별자치도 서귀포시 표선면 성읍리 987-7,no
6430,제주 시티투어버스,제주특별자치도 제주시 첨단로 213-4,제주특별자치도 제주시 영평동 2170-2,제주특별자치도 제주시 영평동 2170-2,21341639
6431,우도머뭄,제주특별자치도 제주시 우도면 조일길 44,,제주특별자치도 제주시 우도면 조일길 44,1572285114
6432,조옹달리,제주특별자치도 제주시 구좌읍 해맞이해안로 2290,제주특별자치도 제주시 구좌읍 종달리 486-9,제주특별자치도 제주시 구좌읍 종달리 486-9,1051975406
6433,올레길 1-1코스(우도-올레),,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,19932815
6434,이 두레,제주특별자치도 제주시 구좌읍 해맞이해안로 402,제주특별자치도 제주시 구좌읍 월정리 670-5,제주특별자치도 제주시 구좌읍 월정리 670-5,1261507187
6435,마요피갤러리,제주특별자치도 제주시 구좌읍 하도동길 27-38,제주특별자치도 제주시 구좌읍 하도리 513-5,제주특별자치도 제주시 구좌읍 하도리 513-5,1688428828
6436,신동아 렌터카,제주특별자치도 제주시 억삼길 10,제주특별자치도 제주시 이호이동 168,제주특별자치도 제주시 이호이동 168,1352011375
6437,오렌지나무,제주특별자치도 제주시 설촌로10길 25,제주특별자치도 제주시 삼양이동 2102-21,제주특별자치도 제주시 삼양이동 2102-21,1233535786
6438,더 모멘트,제주특별자치도 제주시 구좌읍 김녕로22길 3,제주특별자치도 제주시 구좌읍 김녕리 1189-1,제주특별자치도 제주시 구좌읍 김녕리 1189-1,1326338175
6439,우도 해녀 922,제주특별자치도 제주시 우도면 우도해안길 922,제주특별자치도 제주시 우도면 연평리 36,제주특별자치도 제주시 우도면 연평리 36,1967736941
6440,김만덕 객주,제주특별자치도 제주시 임항로 68,제주특별자치도 제주시 건입동 984-41,제주특별자치도 제주시 건입동 984-41,193320060
6441,산지천 전망대,,제주특별자치도 제주시 건입동 1316-10,제주특별자치도 제주시 건입동 1316-10,no
6442,장군 집,제주특별자치도 제주시 애월읍 하귀로 65,제주특별자치도 제주시 애월읍 하귀2리 3016-15,제주특별자치도 제주시 애월읍 하귀2리 3016-15,no
6443,세븐일레븐 제주 월정해안로점,제주특별자치도 제주시 구좌읍 행원로1길 33,제주특별자치도 제주시 구좌읍 행원리 1537-3,제주특별자치도 제주시 구좌읍 행원리 1537-3,491078109
6444,월정리 쌀국수 포앤프라이,제주특별자치도 제주시 구좌읍 월정7길 57,제주특별자치도 제주시 구좌읍 월정리 523-1,제주특별자치도 제주시 구좌읍 월정리 523-1,1650399547
6445,아프리카 게스트하우스,제주특별자치도 제주시 조천읍 신흥로2길 33,제주특별자치도 제주시 조천읍 신흥리 62-1,제주특별자치도 제주시 조천읍 신흥리 62-1,37383321
6446,시바 게스트하우스,제주특별자치도 제주시 조천읍 신흥로1길 62-10,제주특별자치도 제주시 조천읍 신흥리 547,제주특별자치도 제주시 조천읍 신흥리 547,36643201
6447,별미 해장국,제주특별자치도 제주시 조천읍 신북로 608,제주특별자치도 제주시 조천읍 함덕리 4151,제주특별자치도 제주시 조천읍 함덕리 4151,16885586
6448,덕성 식당,제주특별자치도 서귀포시 안덕면 사계남로 145,제주특별자치도 서귀포시 안덕면 사계리 2130,제주특별자치도 서귀포시 안덕면 사계리 2130,1817839703
6449,제주커피 수목원,,제주특별자치도 서귀포시 안덕면 사계리 3136,제주특별자치도 서귀포시 안덕면 사계리 3136,no
6450,나무엔,제주특별자치도 제주시 애월읍 평화로 2289-17,제주특별자치도 제주시 애월읍 유수암리 1066,제주특별자치도 제주시 애월읍 유수암리 1066,1182198940
6451,세화 리움 게스트하우스,제주특별자치도 제주시 구좌읍 해녀박물관길 29,제주특별자치도 제주시 구좌읍 세화리 1-26,제주특별자치도 제주시 구좌읍 세화리 1-26,37687260
6452,갈매기 팸,제주특별자치도 제주시 구좌읍 해맞이해안로 1451,제주특별자치도 제주시 구좌읍 세화리 1477-2,제주특별자치도 제주시 구좌읍 세화리 1477-2,1642470401
6453,엔제리너스 제주공항 1층 점,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,제주특별자치도 제주시 용담이동 2002,1466057079
6454,태흥 2리 어촌계 횟집,제주특별자치도 서귀포시 남원읍 남태해안로 509,제주특별자치도 서귀포시 남원읍 태흥리 375-3,제주특별자치도 서귀포시 남원읍 태흥리 375-3,1025955787
6455,제주 한 달 살기 아리아 오션뷰 펜션,제주특별자치도 서귀포시 남원읍 태위로 594-2,제주특별자치도 서귀포시 남원읍 남원리 1421-2,제주특별자치도 서귀포시 남원읍 남원리 1421-2,1077683779
6456,미향 해장국 남원점,제주특별자치도 서귀포시 남원읍 태위로 623,제주특별자치도 서귀포시 남원읍 남원리 1337-10,제주특별자치도 서귀포시 남원읍 남원리 1337-10,417578537
6457,모리노 아루요,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리 1306-1,제주특별자치도 제주시 애월읍 유수암리 1306-1,37275351
6458,도시어부,제주특별자치도 제주시 월랑로10길 26,제주특별자치도 제주시 노형동 1050-4,제주특별자치도 제주시 노형동 1050-4,1497806405
6459,사려니 숲 주차장,,제주특별자치도 제주시 봉개동 산 64-1,제주특별자치도 제주시 봉개동 산 64-1,no
6460,박가네,제주특별자치도 서귀포시 안덕면 화순중앙로 51,제주특별자치도 서귀포시 안덕면 화순리 317-1,제주특별자치도 서귀포시 안덕면 화순리 317-1,1243109891
6461,복성 만물 머트,제주특별자치도 서귀포시 성산읍 성산등용로 88,제주특별자치도 서귀포시 성산읍 성산리 360-4,제주특별자치도 서귀포시 성산읍 성산리 360-4,no
6462,우도 그린 휴양펜션,제주특별자치도 제주시 우도면 우도해안길 290,제주특별자치도 제주시 우도면 연평리 2471-1,제주특별자치도 제주시 우도면 연평리 2471-1,11727821
6463,굴동,,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 하도리,no
6464,프리젠트,제주특별자치도 제주시 서사로23길 19-1,제주특별자치도 제주시 삼도일동 575-19,제주특별자치도 제주시 삼도일동 575-19,no
6465,세화카페텐더럽,제주특별자치도 제주시 구좌읍 해맞이해안로 1426,제주특별자치도 제주시 구좌읍 세화리 1499,제주특별자치도 제주시 구좌읍 세화리 1499,1029572456
6466,커피베이 제주공항 국내선 2호점,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,제주특별자치도 제주시 용담이동 2002,1123521829
6467,항골 식당,제주특별자치도 제주시 도리로 61,제주특별자치도 제주시 이호일동 645-3,제주특별자치도 제주시 이호일동 645-3,12908191
6468,이마트 제주점,제주특별자치도 제주시 탑동로 38,제주특별자치도 제주시 삼도이동 1259,제주특별자치도 제주시 삼도이동 1259,11605060
6469,시옷 비읍,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,제주특별자치도 서귀포시 성산읍 성산리 392,제주특별자치도 서귀포시 성산읍 성산리 392,no
6470,단백,제주특별자치도 서귀포시 성산읍 고성동서로56번길 15,제주특별자치도 서귀포시 성산읍 고성리 1197-7,제주특별자치도 서귀포시 성산읍 고성리 1197-7,1636890816
6471,제주학생문화원,제주특별자치도 제주시 연삼로 489,제주특별자치도 제주시 이도2동 414,제주특별자치도 제주시 이도2동 414,12267077
6472,CU 제주도 남점,제주특별자치도 제주시 연삼로 366,제주특별자치도 제주시 도남동 80,제주특별자치도 제주시 도남동 80,16814955
6473,투썸플레이스 제주영어도시점,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,제주특별자치도 서귀포시 대정읍 보성리 2477,제주특별자치도 서귀포시 대정읍 보성리 2477,1122678287
6474,제주 서귀포 혁신도시 LH2단지 아파트,제주특별자치도 서귀포시 서호남로 92-16,제주특별자치도 서귀포시 서호동 1545,제주특별자치도 서귀포시 서호동 1545,37381931
6475,사계 발자국 화석 발견지,제주특별자치도 서귀포시 대정읍 형제해안로 192,제주특별자치도 서귀포시 대정읍 상모리 626-1,제주특별자치도 서귀포시 대정읍 상모리 626-1,1111785198
6476,감미롭다 제주,제주특별자치도 서귀포시 막동산로 8-3,제주특별자치도 서귀포시 호근동 1836-2,제주특별자치도 서귀포시 호근동 1836-2,1150750099
6477,유인원,제주특별자치도 서귀포시 대정읍 무영로254번길 17,제주특별자치도 서귀포시 대정읍 무릉리 933-14,제주특별자치도 서귀포시 대정읍 무릉리 933-14,1339748332
6478,오조리 조개 체험장,오조리조개체험장,,오조리조개체험장,no
6479,성산 흑돼지 두루치기,한도로 255,,한도로 255,37153635
6480,요거프레소 제주 성산점,한도로 32,,한도로 32,1071670533
6481,선진 주유소,제주특별자치도 서귀포시 안덕면 한창로 334,제주특별자치도 서귀포시 안덕면 상창리 1960,제주특별자치도 서귀포시 안덕면 상창리 1960,20300442
6482,제주목 관아,제주특별자치도 제주시 관덕로 25,,제주특별자치도 제주시 관덕로 25,13345161
6483,아트박스 제주 칠성점,제주특별자치도 제주시 관덕로11길 1,제주특별자치도 제주시 일도일동 1358-4,제주특별자치도 제주시 일도일동 1358-4,36994368
6484,뉴에라 제주아일랜드점,제주특별자치도 제주시 관덕로11길 17,제주특별자치도 제주시 일도1동 1298-28,제주특별자치도 제주시 일도1동 1298-28,387173338
6485,코코메아 드라마 밥 잘 사주는 예쁜 누나 촬영지,제주특별자치도 제주시 한경면 판포중길 31,제주특별자치도 제주시 한경면 판포리 2582,제주특별자치도 제주시 한경면 판포리 2582,1200246278
6486,유포리아 지식산업센터,제주특별자치도 서귀포시 서호중앙로 55,제주특별자치도 서귀포시 서호동 1605,제주특별자치도 서귀포시 서호동 1605,1695184560
6487,숨골공원,,제주특별자치도 서귀포시 서호동 1609,제주특별자치도 서귀포시 서호동 1609,354424773
6488,하노이 식당,제주특별자치도 서귀포시 서호중로 84,제주특별자치도 서귀포시 서호동 940-9,제주특별자치도 서귀포시 서호동 940-9,1946584140
6489,자연드림 제주 동홍점,제주특별자치도 서귀포시 동홍로 49-7,제주특별자치도 서귀포시 동홍동 448-2,제주특별자치도 서귀포시 동홍동 448-2,1860817081
6490,리썸룸,제주특별자치도 제주시 애월읍 광성로 256-2,제주특별자치도 제주시 애월읍 광령리 2236-1,제주특별자치도 제주시 애월읍 광령리 2236-1,1203675199
6491,남조로주유소,제주특별자치도 제주시 조천읍 남조로 1766,제주특별자치도 제주시 조천읍 교래리 229,제주특별자치도 제주시 조천읍 교래리 229,no
6492,모아 모이,제주특별자치도 서귀포시 성산읍 신양로 82,제주특별자치도 서귀포시 성산읍 고성리 510-8,제주특별자치도 서귀포시 성산읍 고성리 510-8,no
6493,대천 주유소,제주특별자치도 제주시 구좌읍 비자림로 1219,제주특별자치도 제주시 구좌읍 송당리 2608,제주특별자치도 제주시 구좌읍 송당리 2608,13203535
6494,돈하르방,제주특별자치도 제주시 동광로5길 32,제주특별자치도 제주시 이도1동 1249-2,제주특별자치도 제주시 이도1동 1249-2,no
6495,서진 아파트,제주특별자치도 서귀포시 지세못로 29,제주특별자치도 서귀포시 하원동 367-1,제주특별자치도 서귀포시 하원동 367-1,17062198
6496,한라산국립공원 석굴암 탐방로,,제주특별자치도 제주시 노형동,제주특별자치도 제주시 노형동,no
6497,관음사,제주특별자치도 제주시 애월읍 고하상로 189,제주특별자치도 제주시 애월읍 하가리 770,제주특별자치도 제주시 애월읍 하가리 770,17026450
6498,사베또롱,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,제주특별자치도 서귀포시 성산읍 성산리 392,제주특별자치도 서귀포시 성산읍 성산리 392,no
6499,올디벗구디,제주특별자치도 서귀포시 일주서로 330,제주특별자치도 서귀포시 도순동 904-1,제주특별자치도 서귀포시 도순동 904-1,1600898921
6500,카페 묵묵,제주특별자치도 제주시 인다1길 20,제주특별자치도 제주시 아라일동 6121,제주특별자치도 제주시 아라일동 6121,1211189197
6501,더셰프,제주특별자치도 서귀포시 표선면 표선중앙로 96,제주특별자치도 서귀포시 표선면 표선리 634-1,제주특별자치도 서귀포시 표선면 표선리 634-1,no
6502,온누리 주유소,제주특별자치도 제주시 중앙로 409,제주특별자치도 제주시 아라이동 2421-1,제주특별자치도 제주시 아라이동 2421-1,13222899
6503,대도식당,솔동산로22번길,,솔동산로22번길,no
6504,엉또폭포,제주특별자치도 서귀포시 강정동 5628,,제주특별자치도 서귀포시 강정동 5628,no
6505,새빌,제주특별자치도 제주시 애월읍 평화로 1529,제주특별자치도 제주시 애월읍 봉성리 4554,제주특별자치도 제주시 애월읍 봉성리 4554,1876553757
6506,버거 앤 프라이즈 제주신화 월드점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 서광리 산 24,1614469497
6507,하우스 오브 테디베어 카페,제주특별자치도 서귀포시 안덕면 사계남로216번길 29,제주특별자치도 서귀포시 안덕면 사계리 126-1,제주특별자치도 서귀포시 안덕면 사계리 126-1,1529057224
6508,이스트힐스 골프클럽,제주특별자치도 제주시 조천읍 종인내길 323,제주특별자치도 제주시 조천읍 와흘리 835,제주특별자치도 제주시 조천읍 와흘리 835,13136322
6509,교래손칼국수,제주특별자치도 제주시 조천읍 비자림로 645,제주특별자치도 제주시 조천읍 교래리 491,제주특별자치도 제주시 조천읍 교래리 491,16888580
6510,명가 돈촌,제주특별자치도 서귀포시 표선면 가마병풍로 30,제주특별자치도 서귀포시 표선면 세화리 271-7,제주특별자치도 서귀포시 표선면 세화리 271-7,36159100
6511,빽다방 서귀포 성읍마을점,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 9-1,제주특별자치도 서귀포시 표선면 성읍리 987-3,제주특별자치도 서귀포시 표선면 성읍리 987-3,1854735235
6512,BR뇌교육 산 제주지점,제주특별자치도 제주시 국기중길 6-8,제주특별자치도 제주시 연동 1484-10,제주특별자치도 제주시 연동 1484-10,no
6513,동키 쥬쥬,제주특별자치도 제주시 은수길 65,제주특별자치도 제주시 연동 1332-1,제주특별자치도 제주시 연동 1332-1,no
6514,아라 흉 안 3차,제주특별자치도 제주시 구산로4길 27-16,제주특별자치도 제주시 아라일동 2286,제주특별자치도 제주시 아라일동 2286,1414640826
6515,마켓 오리진,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,제주특별자치도 서귀포시 대정읍 보성리 2477,제주특별자치도 서귀포시 대정읍 보성리 2477,1280811649
6516,교촌치킨 영어교육도 시점,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,제주특별자치도 서귀포시 대정읍 보성리 2476,제주특별자치도 서귀포시 대정읍 보성리 2476,1265830259
6517,옥란면옥,제주특별자치도 제주시 조천읍 신북로 163,제주특별자치도 제주시 조천읍 조천리 3225,제주특별자치도 제주시 조천읍 조천리 3225,1035255427
6518,제주 해바라기 공방,제주특별자치도 제주시 구좌읍 김녕로17길 23,제주특별자치도 제주시 구좌읍 김녕리 1259,제주특별자치도 제주시 구좌읍 김녕리 1259,no
6519,하도 194,제주특별자치도 제주시 구좌읍 해맞이해안로 1681-3,제주특별자치도 제주시 구좌읍 하도리 1940,제주특별자치도 제주시 구좌읍 하도리 1940,1362825496
6520,정육도 제주본점,제주특별자치도 서귀포시 남원읍 남태해안로 259,제주특별자치도 서귀포시 남원읍 태흥리 1789,제주특별자치도 서귀포시 남원읍 태흥리 1789,1069285511
6521,슈퍼마켓 화이트 버거 스탠드,명월성로141,,명월성로141,1383225258
6522,전설의 짬뽕,제주특별자치도 제주시 동광로 9,제주특별자치도 제주시 이도일동 1258-17,제주특별자치도 제주시 이도일동 1258-17,no
6523,협재 문어 국밥,제주특별자치도 제주시 한림읍 협재2길 8-4,제주특별자치도 제주시 한림읍 협재리 2494-5,제주특별자치도 제주시 한림읍 협재리 2494-5,1716801147
6524,무한의 서 커피 로프터스,제주특별자치도 제주시 한림읍 옹포8길 5,제주특별자치도 제주시 한림읍 옹포리 227,제주특별자치도 제주시 한림읍 옹포리 227,1621505471
6525,용꽈배기 신에 주점,제주특별자치도 제주시 수덕5길 85-7,제주특별자치도 제주시 노형동 2594-6,제주특별자치도 제주시 노형동 2594-6,1697288919
6526,유메이 가락국수,제주특별자치도 서귀포시 성산읍 성산중앙로 43-1,제주특별자치도 서귀포시 성산읍 성산리 181-17,제주특별자치도 서귀포시 성산읍 성산리 181-17,no
6527,제주 동백 공방,제주특별자치도 서귀포시 성산읍 일출로 269,제주특별자치도 서귀포시 성산읍 성산리 153-3,제주특별자치도 서귀포시 성산읍 성산리 153-3,no
6528,담앤루밀탑,제주특별자치도 서귀포시 이어도로343번길 63,제주특별자치도 서귀포시 대포동 1181,제주특별자치도 서귀포시 대포동 1181,12857824
6529,카페단단,제주특별자치도 제주시 관덕로4길 1-6,제주특별자치도 제주시 삼도이동 977-2,제주특별자치도 제주시 삼도이동 977-2,1487769219
6530,치사토 부엌,제주특별자치도 제주시 국기로 5,제주특별자치도 제주시 연동 1457,제주특별자치도 제주시 연동 1457,1050582074
6531,카페라 레온 다,제주특별자치도 서귀포시 대정읍 노을해안로 720,제주특별자치도 서귀포시 대정읍 신도리 3074,제주특별자치도 서귀포시 대정읍 신도리 3074,no
6532,베이스캠프 제원점,제주특별자치도 제주시 은남4길 43,제주특별자치도 제주시 연동 273-48,제주특별자치도 제주시 연동 273-48,1068888972
6533,거친 오름,,제주특별자치도 제주시 봉개동 산 66,제주특별자치도 제주시 봉개동 산 66,16994306
6534,합동청사 주유소,제주특별자치도 제주시 연삼로 314,제주특별자치도 제주시 도남동 61,제주특별자치도 제주시 도남동 61,13424066
6535,구락,제주특별자치도 서귀포시 대정읍 상모대서로 47,제주특별자치도 서귀포시 대정읍 상모리 3834-1,제주특별자치도 서귀포시 대정읍 상모리 3834-1,1671437377
6536,카페 사우다드 모슬포,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,제주특별자치도 서귀포시 대정읍 하모리 1533-7,제주특별자치도 서귀포시 대정읍 하모리 1533-7,35966195
6537,휴애리 핑크뮬리 축제,,제주특별자치도 서귀포시 남원읍 신례리 2015-7,제주특별자치도 서귀포시 남원읍 신례리 2015-7,17075471
6538,머그라이,제주특별자치도 제주시 애월읍 유수암로 23,제주특별자치도 제주시 애월읍 유수암리 1846-1,제주특별자치도 제주시 애월읍 유수암리 1846-1,1267107481
6539,인뽕 사계,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12,제주특별자치도 서귀포시 안덕면 사계리 385-1,제주특별자치도 서귀포시 안덕면 사계리 385-1,1791851993
6540,고배기동산,,제주특별자치도 서귀포시 안덕면 광평리,제주특별자치도 서귀포시 안덕면 광평리,1021947485
6541,포레스트제이 카우셰드,제주특별자치도 서귀포시 안덕면 화순서서로64번길 16,제주특별자치도 서귀포시 안덕면 화순리 1759-1,제주특별자치도 서귀포시 안덕면 화순리 1759-1,1187025595
6542,알뜨르 비행장 관제탑,,제주특별자치도 서귀포시 대정읍 상모리 1670,제주특별자치도 서귀포시 대정읍 상모리 1670,1527850083
6543,미풍 해장국,제주특별자치도 서귀포시 표선면 표선중앙로58번길 33,제주특별자치도 서귀포시 표선면 표선리 1615-3,제주특별자치도 서귀포시 표선면 표선리 1615-3,38525868
